Date;Hour  (GMT);CO (mg/m3);CO 8h (mg/m3);NO (µg/m3);NOX (µg/m3);NO2;NO2 - ICA;PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;SO2;SO2 - ICA;ICA Estación
26/10/2021;18:00;0,41;0,27;6;48;39;Muy bueno / Oso ona;15,5;Muy bueno / Oso ona;9,33;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
26/10/2021;17:00;0,37;0,28;9;41;28;Muy bueno / Oso ona;15,21;Muy bueno / Oso ona;9,17;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
26/10/2021;16:00;0,27;0,3;5;25;16;Muy bueno / Oso ona;15,21;Muy bueno / Oso ona;9,17;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
26/10/2021;15:00;0,22;0,33;4;17;11;Muy bueno / Oso ona;15,42;Muy bueno / Oso ona;9,21;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
26/10/2021;14:00;0,18;0,37;4;15;9;Muy bueno / Oso ona;15,5;Muy bueno / Oso ona;9,29;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
26/10/2021;13:00;0,16;0,4;3;14;9;Muy bueno / Oso ona;15,83;Muy bueno / Oso ona;9,46;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
26/10/2021;12:00;0,17;0,43;7;24;14;Muy bueno / Oso ona;16,17;Muy bueno / Oso ona;9,75;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
26/10/2021;11:00;0,29;0,45;7;31;20;Muy bueno / Oso ona;16,58;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Muy bueno / Oso ona
26/10/2021;10:00;0,57;0,44;61;151;58;Bueno / Ona;16,88;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Bueno / Ona
26/10/2021;09:00;0,45;0,42;32;93;44;Bueno / Ona;16,92;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Bueno / Ona
26/10/2021;08:00;0,48;0,41;43;110;45;Bueno / Ona;16,92;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Bueno / Ona
26/10/2021;07:00;0,52;0,39;55;127;42;Bueno / Ona;16,75;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Bueno / Ona
26/10/2021;06:00;0,45;0,38;33;87;36;Muy bueno / Oso ona;16,13;Muy bueno / Oso ona;9,75;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
26/10/2021;05:00;0,42;0,37;21;64;32;Muy bueno / Oso ona;15,46;Muy bueno / Oso ona;9,63;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
26/10/2021;04:00;0,38;0,37;9;43;30;Muy bueno / Oso ona;15,13;Muy bueno / Oso ona;9,92;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
26/10/2021;03:00;0,34;0,38;3;27;23;Muy bueno / Oso ona;15,54;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Muy bueno / Oso ona
26/10/2021;02:00;0,39;0,38;2;25;23;Muy bueno / Oso ona;15,63;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
26/10/2021;01:00;0,36;0,38;1;23;22;Muy bueno / Oso ona;15,63;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Muy bueno / Oso ona
25/10/2021;24:00;0,38;0,39;1;24;23;Muy bueno / Oso ona;15,63;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
25/10/2021;23:00;0,38;0,37;1;24;23;Muy bueno / Oso ona;15,71;Muy bueno / Oso ona;11,21;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
25/10/2021;22:00;0,37;0,36;2;27;24;Muy bueno / Oso ona;15,75;Muy bueno / Oso ona;11,29;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
25/10/2021;21:00;0,38;0,34;6;36;27;Muy bueno / Oso ona;15,71;Muy bueno / Oso ona;11,33;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
25/10/2021;20:00;0,4;0,32;2;26;23;Muy bueno / Oso ona;15,71;Muy bueno / Oso ona;11,54;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
25/10/2021;19:00;0,39;0,3;5;32;25;Muy bueno / Oso ona;15,63;Muy bueno / Oso ona;11,63;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
25/10/2021;18:00;0,39;0,31;6;32;24;Muy bueno / Oso ona;15,58;Muy bueno / Oso ona;11,58;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
25/10/2021;17:00;0,41;0,33;8;41;28;Muy bueno / Oso ona;15,5;Muy bueno / Oso ona;11,5;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
25/10/2021;16:00;0,32;0,33;8;39;27;Muy bueno / Oso ona;15,33;Muy bueno / Oso ona;11,42;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
25/10/2021;15:00;0,26;0,37;8;35;22;Muy bueno / Oso ona;14,79;Muy bueno / Oso ona;11,33;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
25/10/2021;14:00;0,24;0,39;7;33;22;Muy bueno / Oso ona;14,5;Muy bueno / Oso ona;11,17;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
25/10/2021;13:00;0,23;0,41;7;34;24;Muy bueno / Oso ona;14,17;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Muy bueno / Oso ona
25/10/2021;12:00;0,21;0,43;7;28;18;Muy bueno / Oso ona;13,88;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Muy bueno / Oso ona
25/10/2021;11:00;0,39;0,43;35;99;45;Bueno / Ona;13,46;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Bueno / Ona
25/10/2021;10:00;0,52;0,41;53;130;49;Bueno / Ona;12,67;Muy bueno / Oso ona;10;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Bueno / Ona
25/10/2021;09:00;0,48;0,39;51;119;41;Bueno / Ona;12;Muy bueno / Oso ona;9,38;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Bueno / Ona
25/10/2021;08:00;0,52;0,38;67;151;48;Bueno / Ona;11,38;Muy bueno / Oso ona;8,96;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Bueno / Ona
25/10/2021;07:00;0,51;0,35;49;123;49;Bueno / Ona;11,04;Muy bueno / Oso ona;8,79;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Bueno / Ona
25/10/2021;06:00;0,36;0,35;18;61;33;Muy bueno / Oso ona;10,92;Muy bueno / Oso ona;9,04;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
25/10/2021;05:00;0,35;0,37;9;40;26;Muy bueno / Oso ona;11,08;Muy bueno / Oso ona;9,29;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
25/10/2021;04:00;0,34;0,4;5;31;24;Muy bueno / Oso ona;11,13;Muy bueno / Oso ona;8,96;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
25/10/2021;03:00;0,34;0,43;2;23;20;Muy bueno / Oso ona;10,58;Muy bueno / Oso ona;8,5;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
25/10/2021;02:00;0,3;0,45;1;12;11;Muy bueno / Oso ona;10,08;Muy bueno / Oso ona;8,42;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
25/10/2021;01:00;0,36;0,46;3;22;18;Muy bueno / Oso ona;9,88;Muy bueno / Oso ona;8,33;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
24/10/2021;24:00;0,37;0,45;2;25;23;Muy bueno / Oso ona;9,92;Muy bueno / Oso ona;8,08;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
24/10/2021;23:00;0,41;0,43;3;38;34;Muy bueno / Oso ona;9,71;Muy bueno / Oso ona;7,83;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
24/10/2021;22:00;0,46;0,4;6;54;45;Bueno / Ona;9,5;Muy bueno / Oso ona;8;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
24/10/2021;21:00;0,48;0,36;15;77;55;Bueno / Ona;9,67;Muy bueno / Oso ona;8,38;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Bueno / Ona
24/10/2021;20:00;0,61;0,32;9;84;70;Bueno / Ona;10;Muy bueno / Oso ona;8,54;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Bueno / Ona
24/10/2021;19:00;0,5;0,27;6;61;53;Bueno / Ona;10,38;Muy bueno / Oso ona;8,71;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
24/10/2021;18:00;0,4;0,26;3;27;23;Muy bueno / Oso ona;10,54;Muy bueno / Oso ona;8,92;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
24/10/2021;17:00;0,37;0,26;4;23;17;Muy bueno / Oso ona;10,67;Muy bueno / Oso ona;9;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
24/10/2021;16:00;0,27;0,26;1;9;7;Muy bueno / Oso ona;10,71;Muy bueno / Oso ona;8,96;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
24/10/2021;15:00;0,22;0,27;1;7;5;Muy bueno / Oso ona;11;Muy bueno / Oso ona;8,88;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
24/10/2021;14:00;0,2;0,28;1;9;6;Muy bueno / Oso ona;11,17;Muy bueno / Oso ona;8,88;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
24/10/2021;13:00;0,19;0,29;3;11;7;Muy bueno / Oso ona;11,33;Muy bueno / Oso ona;8,92;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
24/10/2021;12:00;0,19;0,31;4;14;9;Muy bueno / Oso ona;11,38;Muy bueno / Oso ona;8,88;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
24/10/2021;11:00;0,28;0,31;13;44;25;Muy bueno / Oso ona;11,17;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
24/10/2021;10:00;0,36;0,3;19;52;24;Muy bueno / Oso ona;11,04;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
24/10/2021;09:00;0,4;0,3;22;53;19;Muy bueno / Oso ona;10,96;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
24/10/2021;08:00;0,34;0,29;23;55;20;Muy bueno / Oso ona;10,88;Muy bueno / Oso ona;8,75;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
24/10/2021;07:00;0,25;0,29;6;28;19;Muy bueno / Oso ona;10,83;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
24/10/2021;06:00;0,29;0,3;8;34;22;Muy bueno / Oso ona;10,83;Muy bueno / Oso ona;8,54;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
24/10/2021;05:00;0,29;0,34;9;37;24;Muy bueno / Oso ona;10,75;Muy bueno / Oso ona;8,17;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
24/10/2021;04:00;0,29;0,39;5;27;20;Muy bueno / Oso ona;10,67;Muy bueno / Oso ona;8,04;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
24/10/2021;03:00;0,27;0,43;4;15;9;Muy bueno / Oso ona;10,63;Muy bueno / Oso ona;7,88;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
24/10/2021;02:00;0,29;0,46;3;18;13;Muy bueno / Oso ona;10,58;Muy bueno / Oso ona;7,58;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
24/10/2021;01:00;0,32;0,47;4;24;18;Muy bueno / Oso ona;10,5;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
23/10/2021;24:00;0,36;0,47;5;38;30;Muy bueno / Oso ona;10,33;Muy bueno / Oso ona;6,88;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
23/10/2021;23:00;0,35;0,44;6;32;23;Muy bueno / Oso ona;10,33;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
23/10/2021;22:00;0,42;0,43;8;47;35;Muy bueno / Oso ona;10,29;Muy bueno / Oso ona;6,08;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
23/10/2021;21:00;0,62;0,39;29;105;61;Bueno / Ona;9,96;Muy bueno / Oso ona;5,58;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Bueno / Ona
23/10/2021;20:00;0,64;0,33;32;123;74;Bueno / Ona;9,5;Muy bueno / Oso ona;5,13;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Bueno / Ona
23/10/2021;19:00;0,53;0,28;12;79;60;Bueno / Ona;9,13;Muy bueno / Oso ona;4,75;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Bueno / Ona
23/10/2021;18:00;0,43;0,24;6;40;31;Muy bueno / Oso ona;9,04;Muy bueno / Oso ona;4,58;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
23/10/2021;17:00;0,35;0,23;6;31;22;Muy bueno / Oso ona;8,96;Muy bueno / Oso ona;4,63;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
23/10/2021;16:00;0,26;0,23;2;16;13;Muy bueno / Oso ona;9,04;Muy bueno / Oso ona;4,63;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
23/10/2021;15:00;0,25;0,24;2;10;7;Muy bueno / Oso ona;9;Muy bueno / Oso ona;4,67;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
23/10/2021;14:00;0,22;0,25;2;12;9;Muy bueno / Oso ona;8,75;Muy bueno / Oso ona;4,71;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
23/10/2021;13:00;0,2;0,27;4;15;10;Muy bueno / Oso ona;8,67;Muy bueno / Oso ona;4,75;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
23/10/2021;12:00;0,17;0,28;4;17;11;Muy bueno / Oso ona;8,54;Muy bueno / Oso ona;4,54;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
23/10/2021;11:00;0,16;0,3;3;14;9;Muy bueno / Oso ona;8,71;Muy bueno / Oso ona;4,25;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
23/10/2021;10:00;0,25;0,31;3;14;10;Muy bueno / Oso ona;8,88;Muy bueno / Oso ona;4,25;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
23/10/2021;09:00;0,32;0,31;7;29;18;Muy bueno / Oso ona;8,96;Muy bueno / Oso ona;4,54;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
23/10/2021;08:00;0,32;0,3;8;44;31;Muy bueno / Oso ona;9,33;Muy bueno / Oso ona;4,92;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
23/10/2021;07:00;0,34;0,3;6;50;42;Bueno / Ona;9,88;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
23/10/2021;06:00;0,33;0,29;3;35;30;Muy bueno / Oso ona;10,04;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
23/10/2021;05:00;0,3;0,29;1;22;20;Muy bueno / Oso ona;10,13;Muy bueno / Oso ona;5,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
23/10/2021;04:00;0,29;0,3;1;16;15;Muy bueno / Oso ona;10,38;Muy bueno / Oso ona;5,17;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
23/10/2021;03:00;0,29;0,31;2;12;9;Muy bueno / Oso ona;10,5;Muy bueno / Oso ona;5,33;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
23/10/2021;02:00;0,29;0,32;1;10;8;Muy bueno / Oso ona;10,79;Muy bueno / Oso ona;5,58;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
23/10/2021;01:00;0,28;0,33;1;10;8;Muy bueno / Oso ona;11,13;Muy bueno / Oso ona;6;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
22/10/2021;24:00;0,29;0,34;3;13;9;Muy bueno / Oso ona;11,42;Muy bueno / Oso ona;6,5;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
22/10/2021;23:00;0,3;0,34;2;13;10;Muy bueno / Oso ona;11,63;Muy bueno / Oso ona;6,83;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
22/10/2021;22:00;0,31;0,35;2;15;11;Muy bueno / Oso ona;11,79;Muy bueno / Oso ona;7,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
22/10/2021;21:00;0,32;0,36;3;18;14;Muy bueno / Oso ona;11,92;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
22/10/2021;20:00;0,34;0,36;3;19;14;Muy bueno / Oso ona;12,17;Muy bueno / Oso ona;7,42;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
22/10/2021;19:00;0,37;0,37;8;35;24;Muy bueno / Oso ona;12,38;Muy bueno / Oso ona;7,71;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
22/10/2021;18:00;0,36;0,37;7;31;21;Muy bueno / Oso ona;12,46;Muy bueno / Oso ona;7,88;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
22/10/2021;17:00;0,35;0,37;8;35;23;Muy bueno / Oso ona;12,71;Muy bueno / Oso ona;8,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
22/10/2021;16:00;0,36;0,38;6;30;20;Muy bueno / Oso ona;13,17;Muy bueno / Oso ona;8,25;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
22/10/2021;15:00;0,39;0,39;8;33;22;Muy bueno / Oso ona;13,67;Muy bueno / Oso ona;8,42;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
22/10/2021;14:00;0,39;0,4;8;30;18;Muy bueno / Oso ona;14,17;Muy bueno / Oso ona;8,58;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
22/10/2021;13:00;0,36;0,39;6;25;16;Muy bueno / Oso ona;14,33;Muy bueno / Oso ona;8,63;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
22/10/2021;12:00;0,37;0,4;8;29;17;Muy bueno / Oso ona;14,75;Muy bueno / Oso ona;9,04;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
22/10/2021;11:00;0,38;0,39;9;44;31;Muy bueno / Oso ona;15,25;Muy bueno / Oso ona;9,46;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
22/10/2021;10:00;0,36;0,38;8;43;30;Muy bueno / Oso ona;15,79;Muy bueno / Oso ona;9,63;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
22/10/2021;09:00;0,42;0,37;10;55;40;Muy bueno / Oso ona;15,96;Muy bueno / Oso ona;9,7;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
22/10/2021;08:00;0,45;0,36;58;144;56;Bueno / Ona;15,78;Muy bueno / Oso ona;9,43;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Bueno / Ona
22/10/2021;07:00;0,43;0,34;36;107;52;Bueno / Ona;15,43;Muy bueno / Oso ona;9,3;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Bueno / Ona
22/10/2021;06:00;0,4;0,33;22;85;52;Bueno / Ona;15,35;Muy bueno / Oso ona;9,3;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Bueno / Ona
22/10/2021;05:00;0,33;0,34;4;33;26;Muy bueno / Oso ona;15,22;Muy bueno / Oso ona;9,26;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
22/10/2021;04:00;0,36;0,33;6;39;30;Muy bueno / Oso ona;15,04;Muy bueno / Oso ona;9,26;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
22/10/2021;03:00;0,29;0,33;3;30;26;Muy bueno / Oso ona;15,3;Muy bueno / Oso ona;9,39;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
22/10/2021;02:00;0,32;0,34;2;33;30;Muy bueno / Oso ona;15,61;Muy bueno / Oso ona;9,52;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
22/10/2021;01:00;0,34;0,34;3;29;25;Muy bueno / Oso ona;15,78;Muy bueno / Oso ona;9,61;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
21/10/2021;24:00;0,35;0,34;3;37;33;Muy bueno / Oso ona;15,83;Muy bueno / Oso ona;9,43;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
21/10/2021;23:00;0,38;0,34;5;49;41;Bueno / Ona;15,61;Muy bueno / Oso ona;9,26;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Bueno / Ona
21/10/2021;22:00;0,34;0,33;1;23;22;Muy bueno / Oso ona;15,48;Muy bueno / Oso ona;9;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
21/10/2021;21:00;0,35;0,33;4;27;22;Muy bueno / Oso ona;15,3;Muy bueno / Oso ona;8,74;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
21/10/2021;20:00;0,33;0,33;4;27;20;Muy bueno / Oso ona;14,96;Muy bueno / Oso ona;8,48;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
21/10/2021;19:00;0,34;0,32;4;34;28;Muy bueno / Oso ona;14,61;Muy bueno / Oso ona;8,35;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
21/10/2021;18:00;0,33;0,32;5;33;25;Muy bueno / Oso ona;14,83;Muy bueno / Oso ona;8,3;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
21/10/2021;17:00;0,35;0,32;7;36;25;Muy bueno / Oso ona;14,96;Muy bueno / Oso ona;8,26;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
21/10/2021;16:00;0,34;0,31;7;31;21;Muy bueno / Oso ona;14,96;Muy bueno / Oso ona;8,43;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
21/10/2021;15:00;0,34;0,31;7;31;19;Muy bueno / Oso ona;14,78;Muy bueno / Oso ona;8,74;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
21/10/2021;14:00;0,31;0,3;7;27;17;Muy bueno / Oso ona;14,87;Muy bueno / Oso ona;8,96;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
21/10/2021;13:00;0,31;0,3;7;27;17;Muy bueno / Oso ona;15,09;Muy bueno / Oso ona;9,26;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
21/10/2021;12:00;0,29;0,29;5;22;14;Muy bueno / Oso ona;14,91;Muy bueno / Oso ona;9,39;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
21/10/2021;11:00;0,29;0,29;5;22;13;Muy bueno / Oso ona;14,74;Muy bueno / Oso ona;9,39;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
21/10/2021;10:00;;0,29;;;;Sin datos / Daturik gabe;14,65;Muy bueno / Oso ona;9,61;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
21/10/2021;09:00;0,31;0,29;13;49;30;Muy bueno / Oso ona;15,13;Muy bueno / Oso ona;9,96;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
21/10/2021;08:00;0,3;0,28;6;34;26;Muy bueno / Oso ona;15,67;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
21/10/2021;07:00;0,31;0,28;6;34;26;Muy bueno / Oso ona;16;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
21/10/2021;06:00;0,28;0,27;4;25;19;Muy bueno / Oso ona;16,38;Muy bueno / Oso ona;11,29;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
21/10/2021;05:00;0,28;0,27;3;18;13;Muy bueno / Oso ona;16,75;Muy bueno / Oso ona;11,67;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
21/10/2021;04:00;0,28;0,26;2;14;12;Muy bueno / Oso ona;17;Muy bueno / Oso ona;11,83;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
21/10/2021;03:00;0,28;0,25;1;8;6;Muy bueno / Oso ona;16,83;Muy bueno / Oso ona;11,88;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
21/10/2021;02:00;0,28;0,22;1;10;8;Muy bueno / Oso ona;16,58;Muy bueno / Oso ona;11,79;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
21/10/2021;01:00;0,26;0,2;1;9;7;Muy bueno / Oso ona;16,42;Muy bueno / Oso ona;11,79;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
20/10/2021;24:00;0,26;0,18;1;11;9;Muy bueno / Oso ona;16,33;Muy bueno / Oso ona;12,04;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
20/10/2021;23:00;0,26;0,17;1;6;4;Muy bueno / Oso ona;16,63;Muy bueno / Oso ona;12,46;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
20/10/2021;22:00;0,25;0,14;1;6;4;Muy bueno / Oso ona;17,29;Muy bueno / Oso ona;13;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
20/10/2021;21:00;0,25;0,11;2;9;7;Muy bueno / Oso ona;17,88;Muy bueno / Oso ona;13,58;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
