Date;Hour  (GMT);CO (mg/m3);CO 8h (mg/m3);NO (µg/m3);NOX (µg/m3);NO2;NO2 - ICA;PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;SO2;SO2 - ICA;ICA Estación
23/03/2021;24:00;0,42;0,44;6;55;47;Bueno / Ona;15,42;Muy bueno / Oso ona;11,38;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
23/03/2021;23:00;0,41;0,42;3;67;62;Bueno / Ona;15,42;Muy bueno / Oso ona;11,21;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
23/03/2021;22:00;0,53;0,4;13;97;77;Bueno / Ona;15,42;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Bueno / Ona
23/03/2021;21:00;0,48;0,36;6;89;80;Bueno / Ona;15,38;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Bueno / Ona
23/03/2021;20:00;0,47;0,33;4;51;44;Bueno / Ona;15,54;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Bueno / Ona
23/03/2021;19:00;0,43;0,31;7;51;40;Muy bueno / Oso ona;15,58;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
23/03/2021;18:00;0,43;0,3;6;37;28;Muy bueno / Oso ona;15,75;Muy bueno / Oso ona;11,04;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
23/03/2021;17:00;0,42;0,3;6;28;19;Muy bueno / Oso ona;15,75;Muy bueno / Oso ona;11,21;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
23/03/2021;16:00;0,34;0,32;6;26;17;Muy bueno / Oso ona;15,67;Muy bueno / Oso ona;11,33;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
23/03/2021;15:00;0,28;0,34;4;19;13;Muy bueno / Oso ona;15,67;Muy bueno / Oso ona;11,46;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
23/03/2021;14:00;0,21;0,36;4;18;12;Muy bueno / Oso ona;15,54;Muy bueno / Oso ona;11,71;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
23/03/2021;13:00;0,2;0,38;7;31;20;Muy bueno / Oso ona;15,58;Muy bueno / Oso ona;11,83;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
23/03/2021;12:00;0,25;0,4;13;48;29;Muy bueno / Oso ona;15,38;Muy bueno / Oso ona;11,83;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
23/03/2021;11:00;0,33;0,41;14;48;26;Muy bueno / Oso ona;15,17;Muy bueno / Oso ona;11,88;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
23/03/2021;10:00;0,4;0,4;22;71;38;Muy bueno / Oso ona;14,92;Muy bueno / Oso ona;11,75;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
23/03/2021;09:00;0,46;0,38;64;155;57;Bueno / Ona;14,17;Muy bueno / Oso ona;11,17;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
23/03/2021;08:00;0,52;0,36;84;183;55;Bueno / Ona;13;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Bueno / Ona
23/03/2021;07:00;0,41;0,34;48;122;49;Bueno / Ona;12,21;Muy bueno / Oso ona;10;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
23/03/2021;06:00;0,41;0,32;60;139;47;Bueno / Ona;11,88;Muy bueno / Oso ona;9,54;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
23/03/2021;05:00;0,39;0,32;10;53;39;Muy bueno / Oso ona;11,46;Muy bueno / Oso ona;9,17;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
23/03/2021;04:00;0,36;0,31;3;31;27;Muy bueno / Oso ona;11,04;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
23/03/2021;03:00;0,29;0,33;1;19;18;Muy bueno / Oso ona;10,67;Muy bueno / Oso ona;8,5;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
23/03/2021;02:00;0,29;0,34;0;14;14;Muy bueno / Oso ona;10,42;Muy bueno / Oso ona;8,21;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
23/03/2021;01:00;0,32;0,34;0;16;16;Muy bueno / Oso ona;10,33;Muy bueno / Oso ona;8,08;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
22/03/2021;24:00;0,3;0,32;0;14;14;Muy bueno / Oso ona;10,21;Muy bueno / Oso ona;8;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
22/03/2021;23:00;0,3;0,31;1;13;13;Muy bueno / Oso ona;9,83;Muy bueno / Oso ona;7,96;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
22/03/2021;22:00;0,34;0,3;3;25;22;Muy bueno / Oso ona;9,46;Muy bueno / Oso ona;7,92;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
22/03/2021;21:00;0,34;0,28;5;30;23;Muy bueno / Oso ona;9,33;Muy bueno / Oso ona;7,96;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
22/03/2021;20:00;0,39;0,27;6;34;25;Muy bueno / Oso ona;9,25;Muy bueno / Oso ona;8;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
22/03/2021;19:00;0,38;0,26;8;38;27;Muy bueno / Oso ona;9,29;Muy bueno / Oso ona;7,92;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
22/03/2021;18:00;0,34;0,25;7;34;23;Muy bueno / Oso ona;9,21;Muy bueno / Oso ona;7,75;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
22/03/2021;17:00;0,25;0,26;4;20;13;Muy bueno / Oso ona;9,29;Muy bueno / Oso ona;7,67;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
22/03/2021;16:00;0,21;0,28;6;22;13;Muy bueno / Oso ona;9,42;Muy bueno / Oso ona;7,5;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
22/03/2021;15:00;0,24;0,29;7;24;13;Muy bueno / Oso ona;9,54;Muy bueno / Oso ona;7,42;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
22/03/2021;14:00;0,22;0,3;9;26;13;Muy bueno / Oso ona;9,75;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
22/03/2021;13:00;0,2;0,32;7;24;13;Muy bueno / Oso ona;9,96;Muy bueno / Oso ona;7;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
22/03/2021;12:00;0,26;0,33;7;23;12;Muy bueno / Oso ona;10,08;Muy bueno / Oso ona;7;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
22/03/2021;11:00;0,31;0,33;6;21;11;Muy bueno / Oso ona;10,04;Muy bueno / Oso ona;6,96;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
22/03/2021;10:00;0,34;0,32;8;30;17;Muy bueno / Oso ona;9,83;Muy bueno / Oso ona;6,92;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
22/03/2021;09:00;0,37;0,31;11;37;21;Muy bueno / Oso ona;9,88;Muy bueno / Oso ona;6,71;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
22/03/2021;08:00;0,36;0,3;13;48;28;Muy bueno / Oso ona;9,88;Muy bueno / Oso ona;6,54;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
22/03/2021;07:00;0,33;0,29;9;45;31;Muy bueno / Oso ona;9,83;Muy bueno / Oso ona;6,54;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
22/03/2021;06:00;0,31;0,3;6;29;21;Muy bueno / Oso ona;9,92;Muy bueno / Oso ona;6,67;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
22/03/2021;05:00;0,32;0,3;2;18;15;Muy bueno / Oso ona;10,13;Muy bueno / Oso ona;6,75;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
22/03/2021;04:00;0,28;0,31;0;9;9;Muy bueno / Oso ona;10,38;Muy bueno / Oso ona;6,92;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
22/03/2021;03:00;0,28;0,34;0;8;8;Muy bueno / Oso ona;10,67;Muy bueno / Oso ona;7,04;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
22/03/2021;02:00;0,28;0,35;0;8;8;Muy bueno / Oso ona;10,83;Muy bueno / Oso ona;7,21;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
22/03/2021;01:00;0,29;0,37;0;6;6;Muy bueno / Oso ona;10,96;Muy bueno / Oso ona;7,25;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
21/03/2021;24:00;0,3;0,38;0;9;9;Muy bueno / Oso ona;11,13;Muy bueno / Oso ona;7,21;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
21/03/2021;23:00;0,31;0,38;1;10;9;Muy bueno / Oso ona;11,58;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
21/03/2021;22:00;0,33;0,39;2;18;15;Muy bueno / Oso ona;11,88;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
21/03/2021;21:00;0,38;0,4;5;34;26;Muy bueno / Oso ona;11,83;Muy bueno / Oso ona;7,13;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
21/03/2021;20:00;0,42;0,4;6;39;30;Muy bueno / Oso ona;11,79;Muy bueno / Oso ona;7,08;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
21/03/2021;19:00;0,42;0,39;6;33;24;Muy bueno / Oso ona;11,75;Muy bueno / Oso ona;7,08;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
21/03/2021;18:00;0,38;0,39;3;22;17;Muy bueno / Oso ona;11,67;Muy bueno / Oso ona;7;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
21/03/2021;17:00;0,39;0,38;4;21;15;Muy bueno / Oso ona;11,5;Muy bueno / Oso ona;7;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
21/03/2021;16:00;0,38;0,38;3;17;13;Muy bueno / Oso ona;11,42;Muy bueno / Oso ona;7;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
21/03/2021;15:00;0,4;0,37;3;15;11;Muy bueno / Oso ona;11,29;Muy bueno / Oso ona;6,88;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
21/03/2021;14:00;0,4;0,35;4;19;12;Muy bueno / Oso ona;11,21;Muy bueno / Oso ona;6,79;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
21/03/2021;13:00;0,41;0,34;5;20;13;Muy bueno / Oso ona;11,13;Muy bueno / Oso ona;6,67;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
21/03/2021;12:00;0,4;0,33;4;18;11;Muy bueno / Oso ona;10,92;Muy bueno / Oso ona;6,46;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
21/03/2021;11:00;0,38;0,32;4;13;8;Muy bueno / Oso ona;10,75;Muy bueno / Oso ona;6,25;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
21/03/2021;10:00;0,35;0,31;3;13;9;Muy bueno / Oso ona;10,58;Muy bueno / Oso ona;6,17;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
21/03/2021;09:00;0,33;0,31;2;10;7;Muy bueno / Oso ona;10,46;Muy bueno / Oso ona;6,33;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
21/03/2021;08:00;0,32;0,31;2;13;9;Muy bueno / Oso ona;10,46;Muy bueno / Oso ona;6,5;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
21/03/2021;07:00;0,3;0,31;0;7;6;Muy bueno / Oso ona;10,54;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
21/03/2021;06:00;0,3;0,31;0;7;7;Muy bueno / Oso ona;10,46;Muy bueno / Oso ona;6,46;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
21/03/2021;05:00;0,3;0,31;0;6;6;Muy bueno / Oso ona;10,29;Muy bueno / Oso ona;6,42;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
21/03/2021;04:00;0,32;0,32;0;9;9;Muy bueno / Oso ona;10,13;Muy bueno / Oso ona;6,21;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
21/03/2021;03:00;0,32;0,33;0;7;7;Muy bueno / Oso ona;10,08;Muy bueno / Oso ona;5,92;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
21/03/2021;02:00;0,31;0,34;0;4;4;Muy bueno / Oso ona;10,04;Muy bueno / Oso ona;5,67;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
21/03/2021;01:00;0,31;0,36;0;5;5;Muy bueno / Oso ona;9,79;Muy bueno / Oso ona;5,5;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
20/03/2021;24:00;0,31;0,38;0;6;5;Muy bueno / Oso ona;9,58;Muy bueno / Oso ona;5,38;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
20/03/2021;23:00;0,31;0,38;0;6;6;Muy bueno / Oso ona;9,21;Muy bueno / Oso ona;5,33;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
20/03/2021;22:00;0,33;0,4;2;13;10;Muy bueno / Oso ona;9;Muy bueno / Oso ona;5,29;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
20/03/2021;21:00;0,34;0,41;3;20;15;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;5,25;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
20/03/2021;20:00;0,38;0,42;5;25;18;Muy bueno / Oso ona;8,58;Muy bueno / Oso ona;5,17;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
20/03/2021;19:00;0,37;0,42;5;27;19;Muy bueno / Oso ona;8,38;Muy bueno / Oso ona;5,08;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
20/03/2021;18:00;0,41;0,41;5;24;17;Muy bueno / Oso ona;8,21;Muy bueno / Oso ona;5;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
20/03/2021;17:00;0,42;0,41;4;18;12;Muy bueno / Oso ona;8,08;Muy bueno / Oso ona;4,75;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
20/03/2021;16:00;0,46;0,39;3;13;9;Muy bueno / Oso ona;7,79;Muy bueno / Oso ona;4,58;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
20/03/2021;15:00;0,45;0,38;4;16;10;Muy bueno / Oso ona;7,67;Muy bueno / Oso ona;4,54;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
20/03/2021;14:00;0,43;0,36;6;21;12;Muy bueno / Oso ona;7,46;Muy bueno / Oso ona;4,42;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
20/03/2021;13:00;0,43;0,34;6;23;14;Muy bueno / Oso ona;7,08;Muy bueno / Oso ona;4,38;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
20/03/2021;12:00;0,36;0,33;6;20;12;Muy bueno / Oso ona;6,88;Muy bueno / Oso ona;4,38;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
20/03/2021;11:00;0,36;0,32;6;22;13;Muy bueno / Oso ona;6,67;Muy bueno / Oso ona;4,42;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
20/03/2021;10:00;0,36;0,31;7;25;15;Muy bueno / Oso ona;6,54;Muy bueno / Oso ona;4,29;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
20/03/2021;09:00;0,35;0,3;5;20;13;Muy bueno / Oso ona;6,29;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
20/03/2021;08:00;0,32;0,3;4;14;9;Muy bueno / Oso ona;6;Muy bueno / Oso ona;3,92;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
20/03/2021;07:00;0,32;0,3;1;7;6;Muy bueno / Oso ona;5,75;Muy bueno / Oso ona;3,92;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
20/03/2021;06:00;0,3;0,3;2;9;6;Muy bueno / Oso ona;5,63;Muy bueno / Oso ona;3,96;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
20/03/2021;05:00;0,3;0,3;0;6;5;Muy bueno / Oso ona;5,75;Muy bueno / Oso ona;3,88;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
20/03/2021;04:00;0,3;0,31;0;4;4;Muy bueno / Oso ona;5,88;Muy bueno / Oso ona;3,96;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
20/03/2021;03:00;0,29;0,32;0;6;5;Muy bueno / Oso ona;5,79;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
20/03/2021;02:00;0,29;0,33;0;5;4;Muy bueno / Oso ona;5,63;Muy bueno / Oso ona;4,13;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
20/03/2021;01:00;0,29;0,34;0;5;5;Muy bueno / Oso ona;5,75;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
19/03/2021;24:00;0,32;0,34;0;7;6;Muy bueno / Oso ona;5,75;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
19/03/2021;23:00;0,3;0,34;1;10;9;Muy bueno / Oso ona;5,75;Muy bueno / Oso ona;3,96;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
19/03/2021;22:00;0,31;0,35;2;14;11;Muy bueno / Oso ona;5,46;Muy bueno / Oso ona;3,83;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
19/03/2021;21:00;0,32;0,36;5;24;16;Muy bueno / Oso ona;5,17;Muy bueno / Oso ona;3,75;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
19/03/2021;20:00;0,39;0,37;5;29;21;Muy bueno / Oso ona;5,13;Muy bueno / Oso ona;3,67;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
19/03/2021;19:00;0,37;0,37;6;28;19;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;3,71;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
19/03/2021;18:00;0,34;0,37;4;17;11;Muy bueno / Oso ona;5,33;Muy bueno / Oso ona;3,83;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
19/03/2021;17:00;0,35;0,37;4;18;12;Muy bueno / Oso ona;5,42;Muy bueno / Oso ona;3,96;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
19/03/2021;16:00;0,35;0,37;3;12;8;Muy bueno / Oso ona;5,67;Muy bueno / Oso ona;4,13;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
19/03/2021;15:00;0,37;0,36;2;12;9;Muy bueno / Oso ona;5,71;Muy bueno / Oso ona;4,42;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
19/03/2021;14:00;0,39;0,35;5;19;12;Muy bueno / Oso ona;6;Muy bueno / Oso ona;4,67;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
19/03/2021;13:00;0,4;0,34;6;24;15;Muy bueno / Oso ona;6,29;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
19/03/2021;12:00;0,38;0,33;5;23;14;Muy bueno / Oso ona;6,63;Muy bueno / Oso ona;5,08;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
19/03/2021;11:00;0,38;0,32;5;23;16;Muy bueno / Oso ona;7,04;Muy bueno / Oso ona;5,42;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
19/03/2021;10:00;0,35;0,31;4;13;8;Muy bueno / Oso ona;7,5;Muy bueno / Oso ona;5,67;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
19/03/2021;09:00;0,33;0,3;3;13;9;Muy bueno / Oso ona;8,04;Muy bueno / Oso ona;5,83;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
19/03/2021;08:00;0,32;0,3;2;15;12;Muy bueno / Oso ona;8,46;Muy bueno / Oso ona;5,96;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
19/03/2021;07:00;0,31;0,29;1;11;10;Muy bueno / Oso ona;8,63;Muy bueno / Oso ona;5,83;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
19/03/2021;06:00;0,31;0,29;1;9;8;Muy bueno / Oso ona;8,63;Muy bueno / Oso ona;5,63;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
19/03/2021;05:00;0,29;0,3;1;7;6;Muy bueno / Oso ona;8,38;Muy bueno / Oso ona;5,67;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
19/03/2021;04:00;0,29;0,31;0;7;7;Muy bueno / Oso ona;8,38;Muy bueno / Oso ona;5,75;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
19/03/2021;03:00;0,3;0,32;0;6;6;Muy bueno / Oso ona;8,5;Muy bueno / Oso ona;5,83;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
19/03/2021;02:00;0,29;0,33;0;4;4;Muy bueno / Oso ona;8,67;Muy bueno / Oso ona;6;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
19/03/2021;01:00;0,29;0,34;0;5;5;Muy bueno / Oso ona;8,79;Muy bueno / Oso ona;6,21;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
18/03/2021;24:00;0,3;0,36;0;11;11;Muy bueno / Oso ona;8,96;Muy bueno / Oso ona;6,38;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
18/03/2021;23:00;0,31;0,36;1;11;9;Muy bueno / Oso ona;9,04;Muy bueno / Oso ona;6,5;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
18/03/2021;22:00;0,32;0,37;2;18;15;Muy bueno / Oso ona;9,33;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
18/03/2021;21:00;0,35;0,38;4;27;21;Muy bueno / Oso ona;9,71;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
18/03/2021;20:00;0,37;0,38;8;36;25;Muy bueno / Oso ona;9,92;Muy bueno / Oso ona;6,67;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
18/03/2021;19:00;0,37;0,38;7;36;25;Muy bueno / Oso ona;9,96;Muy bueno / Oso ona;6,67;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
18/03/2021;18:00;0,36;0,39;7;34;24;Muy bueno / Oso ona;10,04;Muy bueno / Oso ona;6,79;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
18/03/2021;17:00;0,37;0,39;7;31;21;Muy bueno / Oso ona;10,17;Muy bueno / Oso ona;7,04;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
18/03/2021;16:00;0,39;0,39;6;30;21;Muy bueno / Oso ona;10,29;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
18/03/2021;15:00;0,41;0,39;8;28;16;Muy bueno / Oso ona;10,38;Muy bueno / Oso ona;7,04;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
18/03/2021;14:00;0,4;0,38;7;26;15;Muy bueno / Oso ona;10,17;Muy bueno / Oso ona;6,96;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
18/03/2021;13:00;0,41;0,37;8;28;16;Muy bueno / Oso ona;9,96;Muy bueno / Oso ona;6,92;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
18/03/2021;12:00;0,37;0,36;7;27;17;Muy bueno / Oso ona;9,91;Muy bueno / Oso ona;6,79;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
18/03/2021;11:00;0,38;0,35;8;30;18;Muy bueno / Oso ona;9,77;Muy bueno / Oso ona;6,65;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
18/03/2021;10:00;0,38;0,34;9;31;18;Muy bueno / Oso ona;9,62;Muy bueno / Oso ona;6,64;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
18/03/2021;09:00;0,37;0,33;13;48;29;Muy bueno / Oso ona;9,35;Muy bueno / Oso ona;6,71;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
18/03/2021;08:00;0,38;0,32;12;56;37;Muy bueno / Oso ona;9;Muy bueno / Oso ona;6,67;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
18/03/2021;07:00;0,41;0,31;5;48;40;Muy bueno / Oso ona;8,8;Muy bueno / Oso ona;6,62;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
18/03/2021;06:00;0,34;0,3;2;20;18;Muy bueno / Oso ona;8,6;Muy bueno / Oso ona;6,71;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
18/03/2021;05:00;0,31;0,31;1;13;12;Muy bueno / Oso ona;8,55;Muy bueno / Oso ona;6,67;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
